,date,user_id,monthly_income,monthly_expense_total,emergency_fund,investment_amount,debt_to_income_ratio,Rasio Dana Darurat,score_dana_darurat,score_utang,cash_flow,score_cashflow,financial_health_score,status_kesiapan
842,2019-03-02,1243,4439.75,2663.94,0.0,685.64,0.59,0.0,0.0,7.88,1775.81,30,37.88,WARING!!! : Fokus Lunasi Utang & Nabung
843,2019-04-01,1341,4180.17,3072.94,779.4,123.39,0.33,0.25,1.67,17.62,1107.23,30,49.29,Perbaiki Dana Darurat dan pelunasan Utang
844,2019-05-01,1305,6093.49,2460.77,135.52,363.44,0.39,0.06,0.4,15.38,3632.72,30,45.78,Perbaiki Dana Darurat dan pelunasan Utang
845,2019-05-31,1040,2683.18,4510.74,1762.8,758.19,0.26,0.39,2.6,20.25,-1827.56,0,22.85,WARING!!! : Fokus Lunasi Utang & Nabung
846,2019-06-30,1517,6721.85,3545.71,1926.65,161.24,0.14,0.54,3.6,24.75,3176.1400000000003,30,58.35,Perbaiki Dana Darurat dan pelunasan Utang
847,2019-07-30,1057,4316.44,3157.77,1437.24,0.0,0.22,0.46,3.07,21.75,1158.6699999999996,30,54.82,Perbaiki Dana Darurat dan pelunasan Utang
848,2019-08-29,1785,4853.09,3691.65,1478.05,262.1,0.17,0.4,2.67,23.62,1161.44,30,56.29,Perbaiki Dana Darurat dan pelunasan Utang
849,2019-09-28,1854,4190.03,2549.08,1584.57,192.72,0.13,0.62,4.13,25.12,1640.9499999999998,30,59.25,Perbaiki Dana Darurat dan pelunasan Utang
850,2019-10-28,1275,5303.49,3706.63,770.83,470.88,0.22,0.21,1.4,21.75,1596.8599999999997,30,53.15,Perbaiki Dana Darurat dan pelunasan Utang
851,2019-11-27,1511,3766.15,4153.67,476.18,522.36,0.38,0.11,0.73,15.75,-387.52,0,16.48,WARING!!! : Fokus Lunasi Utang & Nabung
852,2019-12-27,1464,2264.88,2096.54,112.96,887.66,0.4,0.05,0.33,15.0,168.34000000000015,30,45.33,Perbaiki Dana Darurat dan pelunasan Utang
853,2020-01-26,1882,4210.93,3379.3,559.7,291.58,0.5,0.17,1.13,11.25,831.6300000000001,30,42.38,Perbaiki Dana Darurat dan pelunasan Utang
854,2020-02-25,1560,3160.51,4038.02,1029.3,134.97,0.54,0.25,1.67,9.75,-877.5099999999998,0,11.42,WARING!!! : Fokus Lunasi Utang & Nabung
855,2020-03-26,1037,4797.88,2182.62,1347.91,149.96,0.21,0.62,4.13,22.12,2615.26,30,56.25,Perbaiki Dana Darurat dan pelunasan Utang
856,2020-04-25,1889,3130.77,3962.61,2191.34,417.85,0.12,0.55,3.67,25.5,-831.8400000000001,0,29.17,WARING!!! : Fokus Lunasi Utang & Nabung
857,2020-05-25,1100,3965.82,4953.48,562.98,633.23,0.39,0.11,0.73,15.38,-987.6599999999994,0,16.11,WARING!!! : Fokus Lunasi Utang & Nabung
858,2020-06-24,1772,4398.16,2171.24,1943.22,256.25,0.25,0.89,5.93,20.62,2226.92,30,56.55,Perbaiki Dana Darurat dan pelunasan Utang
859,2020-07-24,1083,5397.7,3323.68,608.81,651.95,0.26,0.18,1.2,20.25,2074.02,30,51.45,Perbaiki Dana Darurat dan pelunasan Utang
860,2020-08-23,1320,2819.15,2695.53,950.99,0.0,0.19,0.35,2.33,22.88,123.61999999999989,30,55.21,Perbaiki Dana Darurat dan pelunasan Utang
861,2020-09-22,1306,5312.17,2389.62,709.86,791.86,0.42,0.3,2.0,14.25,2922.55,30,46.25,Perbaiki Dana Darurat dan pelunasan Utang
862,2020-10-22,1449,3999.61,2306.46,310.95,302.89,0.33,0.13,0.87,17.62,1693.15,30,48.49,Perbaiki Dana Darurat dan pelunasan Utang
863,2020-11-21,1168,4091.69,1648.23,966.08,586.18,0.5,0.59,3.93,11.25,2443.46,30,45.18,Perbaiki Dana Darurat dan pelunasan Utang
864,2020-12-21,1404,2663.41,1965.23,1178.12,476.33,0.36,0.6,4.0,16.5,698.1799999999998,30,50.5,Perbaiki Dana Darurat dan pelunasan Utang
865,2021-01-20,1336,3353.89,1413.99,410.35,745.22,0.13,0.29,1.93,25.12,1939.8999999999999,30,57.05,Perbaiki Dana Darurat dan pelunasan Utang
866,2021-02-19,1337,3123.1,2050.47,1447.93,620.34,0.23,0.71,4.73,21.38,1072.63,30,56.11,Perbaiki Dana Darurat dan pelunasan Utang
867,2021-03-21,1753,2989.32,2904.95,782.78,372.47,0.12,0.27,1.8,25.5,84.37000000000035,30,57.3,Perbaiki Dana Darurat dan pelunasan Utang
868,2021-04-20,1329,2165.57,3373.54,1642.24,126.86,0.56,0.49,3.27,9.0,-1207.9699999999998,0,12.27,WARING!!! : Fokus Lunasi Utang & Nabung
869,2021-05-20,1805,2995.55,2425.14,836.35,381.08,0.21,0.34,2.27,22.12,570.4100000000003,30,54.39,Perbaiki Dana Darurat dan pelunasan Utang
870,2021-06-19,1477,3897.53,3466.13,1205.41,410.64,0.44,0.35,2.33,13.5,431.4000000000001,30,45.83,Perbaiki Dana Darurat dan pelunasan Utang
871,2021-07-19,1668,4114.49,3330.8,1577.94,246.18,0.23,0.47,3.13,21.38,783.6899999999996,30,54.51,Perbaiki Dana Darurat dan pelunasan Utang
872,2021-08-18,1784,3788.81,3265.87,890.12,530.05,0.13,0.27,1.8,25.12,522.94,30,56.92,Perbaiki Dana Darurat dan pelunasan Utang
873,2021-09-17,1530,3471.8,4290.52,952.09,590.11,0.18,0.22,1.47,23.25,-818.7200000000003,0,24.72,WARING!!! : Fokus Lunasi Utang & Nabung
874,2021-10-17,1616,3489.98,3478.88,1200.67,604.46,0.5,0.35,2.33,11.25,11.099999999999909,30,43.58,Perbaiki Dana Darurat dan pelunasan Utang
875,2021-11-16,1043,4234.68,3634.7,1648.98,0.0,0.39,0.45,3.0,15.38,599.9800000000005,30,48.38,Perbaiki Dana Darurat dan pelunasan Utang
876,2021-12-16,1138,6292.41,3382.48,922.38,308.77,0.52,0.27,1.8,10.5,2909.93,30,42.3,Perbaiki Dana Darurat dan pelunasan Utang
877,2022-01-15,1722,3208.88,2980.67,698.05,371.97,0.45,0.23,1.53,13.12,228.21000000000004,30,44.65,Perbaiki Dana Darurat dan pelunasan Utang
878,2022-02-14,1322,4118.35,3206.11,438.27,288.49,0.58,0.14,0.93,8.25,912.2400000000002,30,39.18,WARING!!! : Fokus Lunasi Utang & Nabung
879,2022-03-16,1326,3493.23,2715.97,1440.77,263.23,0.28,0.53,3.53,19.5,777.2600000000002,30,53.03,Perbaiki Dana Darurat dan pelunasan Utang
880,2022-04-15,1790,2503.18,3240.64,772.95,349.59,0.52,0.24,1.6,10.5,-737.46,0,12.1,WARING!!! : Fokus Lunasi Utang & Nabung
881,2022-05-15,1982,4784.25,1063.88,1033.63,447.57,0.5,0.97,6.47,11.25,3720.37,30,47.72,Perbaiki Dana Darurat dan pelunasan Utang
882,2022-06-14,1177,5721.48,3148.92,756.11,386.99,0.6,0.24,1.6,7.5,2572.5599999999995,30,39.1,WARING!!! : Fokus Lunasi Utang & Nabung
883,2022-07-14,1379,5641.88,2571.85,2020.27,0.0,0.25,0.79,5.27,20.62,3070.03,30,55.89,Perbaiki Dana Darurat dan pelunasan Utang
884,2022-08-13,1142,4171.99,2191.17,1454.54,476.34,0.53,0.66,4.4,10.12,1980.8199999999997,30,44.52,Perbaiki Dana Darurat dan pelunasan Utang
885,2022-09-12,1448,3585.61,2389.76,1580.71,258.28,0.52,0.66,4.4,10.5,1195.85,30,44.9,Perbaiki Dana Darurat dan pelunasan Utang
886,2022-10-12,1746,3688.36,1658.22,1381.41,442.05,0.34,0.83,5.53,17.25,2030.14,30,52.78,Perbaiki Dana Darurat dan pelunasan Utang
887,2022-11-11,1027,3856.87,2783.08,1292.65,531.27,0.39,0.46,3.07,15.38,1073.79,30,48.45,Perbaiki Dana Darurat dan pelunasan Utang
888,2022-12-11,1395,3536.81,2556.68,1745.01,445.26,0.29,0.68,4.53,19.12,980.1300000000001,30,53.65,Perbaiki Dana Darurat dan pelunasan Utang
889,2023-01-10,1880,4996.59,3278.59,1560.59,685.89,0.25,0.48,3.2,20.62,1718.0,30,53.82,Perbaiki Dana Darurat dan pelunasan Utang
890,2023-02-09,1165,4130.8,3446.5,1092.15,0.0,0.49,0.32,2.13,11.63,684.3000000000002,30,43.76,Perbaiki Dana Darurat dan pelunasan Utang
891,2023-03-11,1944,5428.34,2846.96,592.38,290.18,0.35,0.21,1.4,16.88,2581.38,30,48.28,Perbaiki Dana Darurat dan pelunasan Utang
892,2023-04-10,1928,3061.36,3685.67,1314.26,760.52,0.58,0.36,2.4,8.25,-624.31,0,10.65,WARING!!! : Fokus Lunasi Utang & Nabung
893,2023-05-10,1909,4011.29,4790.33,1210.38,0.0,0.22,0.25,1.67,21.75,-779.04,0,23.42,WARING!!! : Fokus Lunasi Utang & Nabung
894,2023-06-09,1567,5623.07,3345.52,828.07,924.76,0.49,0.25,1.67,11.63,2277.5499999999997,30,43.3,Perbaiki Dana Darurat dan pelunasan Utang
895,2023-07-09,1200,3856.03,2716.07,1085.73,47.13,0.42,0.4,2.67,14.25,1139.96,30,46.92,Perbaiki Dana Darurat dan pelunasan Utang
896,2023-08-08,1674,3652.17,3353.63,1388.89,350.41,0.29,0.41,2.73,19.12,298.53999999999996,30,51.85,Perbaiki Dana Darurat dan pelunasan Utang
897,2023-09-07,1461,4701.87,3653.78,1289.83,18.17,0.49,0.35,2.33,11.63,1048.0899999999997,30,43.96,Perbaiki Dana Darurat dan pelunasan Utang
898,2023-10-07,1687,3792.48,3748.54,1331.23,775.47,0.1,0.36,2.4,26.25,43.940000000000055,30,58.65,Perbaiki Dana Darurat dan pelunasan Utang
899,2023-11-06,1613,3821.93,1798.56,1107.38,621.16,0.1,0.62,4.13,26.25,2023.37,30,60.38,Siap Investasi
900,2019-01-01,1131,3922.4,3430.29,631.21,509.9,0.38,0.18,1.2,15.75,492.1100000000001,30,46.95,Perbaiki Dana Darurat dan pelunasan Utang
901,2019-01-31,1814,3830.55,4707.09,1337.6,369.84,0.19,0.28,1.87,22.88,-876.54,0,24.75,WARING!!! : Fokus Lunasi Utang & Nabung
902,2019-03-02,1847,6598.46,2639.61,777.29,389.35,0.5,0.29,1.93,11.25,3958.85,30,43.18,Perbaiki Dana Darurat dan pelunasan Utang
903,2019-04-01,1186,5028.45,4475.26,1305.32,171.64,0.4,0.29,1.93,15.0,553.1899999999996,30,46.93,Perbaiki Dana Darurat dan pelunasan Utang
904,2019-05-01,1658,4499.01,2533.78,1359.65,273.25,0.15,0.54,3.6,24.38,1965.23,30,57.98,Perbaiki Dana Darurat dan pelunasan Utang
905,2019-05-31,1808,6382.64,3624.26,404.35,552.92,0.58,0.11,0.73,8.25,2758.38,30,38.98,WARING!!! : Fokus Lunasi Utang & Nabung
906,2019-06-30,1204,4343.69,2591.83,703.81,106.21,0.38,0.27,1.8,15.75,1751.8599999999997,30,47.55,Perbaiki Dana Darurat dan pelunasan Utang
907,2019-07-30,1067,4554.87,2478.1,878.76,151.75,0.28,0.35,2.33,19.5,2076.77,30,51.83,Perbaiki Dana Darurat dan pelunasan Utang
908,2019-08-29,1521,5290.5,3598.39,1055.61,229.16,0.28,0.29,1.93,19.5,1692.1100000000001,30,51.43,Perbaiki Dana Darurat dan pelunasan Utang
909,2019-09-28,1226,2315.79,2489.11,764.82,0.0,0.29,0.31,2.07,19.12,-173.32000000000016,0,21.19,WARING!!! : Fokus Lunasi Utang & Nabung
910,2019-10-28,1531,4842.78,3005.7,724.48,331.25,0.36,0.24,1.6,16.5,1837.08,30,48.1,Perbaiki Dana Darurat dan pelunasan Utang
911,2019-11-27,1226,4788.35,3338.91,1218.2,525.99,0.37,0.36,2.4,16.12,1449.4400000000005,30,48.52,Perbaiki Dana Darurat dan pelunasan Utang
912,2019-12-27,1552,3523.77,2486.14,1088.74,257.87,0.43,0.44,2.93,13.88,1037.63,30,46.81,Perbaiki Dana Darurat dan pelunasan Utang
913,2020-01-26,1392,3805.5,3553.07,469.05,298.68,0.23,0.13,0.87,21.38,252.42999999999984,30,52.25,Perbaiki Dana Darurat dan pelunasan Utang
914,2020-02-25,1573,4714.82,2041.84,849.65,380.48,0.33,0.42,2.8,17.62,2672.9799999999996,30,50.42,Perbaiki Dana Darurat dan pelunasan Utang
915,2020-03-26,1081,5689.03,2454.22,1868.19,468.14,0.11,0.76,5.07,25.88,3234.81,30,60.95,Siap Investasi
916,2020-04-25,1516,4744.36,2837.84,681.49,322.26,0.57,0.24,1.6,8.63,1906.5199999999995,30,40.23,Perbaiki Dana Darurat dan pelunasan Utang
917,2020-05-25,1652,3881.49,3167.81,295.57,251.37,0.22,0.09,0.6,21.75,713.6799999999998,30,52.35,Perbaiki Dana Darurat dan pelunasan Utang
918,2020-06-24,1068,2030.17,3011.2,1413.98,266.76,0.13,0.47,3.13,25.12,-981.0299999999997,0,28.25,WARING!!! : Fokus Lunasi Utang & Nabung
919,2020-07-24,1500,5221.04,2290.23,1237.23,345.1,0.32,0.54,3.6,18.0,2930.81,30,51.6,Perbaiki Dana Darurat dan pelunasan Utang
920,2020-08-23,1707,1333.75,2384.17,510.91,827.64,0.43,0.21,1.4,13.88,-1050.42,0,15.28,WARING!!! : Fokus Lunasi Utang & Nabung
921,2020-09-22,1617,3496.23,2432.22,996.5,490.58,0.36,0.41,2.73,16.5,1064.0100000000002,30,49.23,Perbaiki Dana Darurat dan pelunasan Utang
922,2020-10-22,1390,3334.65,3458.14,1069.07,315.16,0.39,0.31,2.07,15.38,-123.48999999999978,0,17.45,WARING!!! : Fokus Lunasi Utang & Nabung
923,2020-11-21,1896,4605.31,2561.93,1463.72,253.28,0.15,0.57,3.8,24.38,2043.3800000000006,30,58.18,Perbaiki Dana Darurat dan pelunasan Utang
924,2020-12-21,1930,4316.82,3802.62,710.78,0.0,0.35,0.19,1.27,16.88,514.1999999999998,30,48.15,Perbaiki Dana Darurat dan pelunasan Utang
925,2021-01-20,1226,4437.88,3401.22,1269.92,26.42,0.54,0.37,2.47,9.75,1036.6600000000003,30,42.22,Perbaiki Dana Darurat dan pelunasan Utang
926,2021-02-19,1974,6901.16,4122.09,1436.17,488.44,0.32,0.35,2.33,18.0,2779.0699999999997,30,50.33,Perbaiki Dana Darurat dan pelunasan Utang
927,2021-03-21,1714,3561.39,2895.72,1095.68,108.59,0.23,0.38,2.53,21.38,665.6700000000001,30,53.91,Perbaiki Dana Darurat dan pelunasan Utang
928,2021-04-20,1401,3960.08,3798.98,1201.82,665.16,0.44,0.32,2.13,13.5,161.0999999999999,30,45.63,Perbaiki Dana Darurat dan pelunasan Utang
929,2021-05-20,1318,3073.53,2900.26,1455.76,514.88,0.39,0.5,3.33,15.38,173.26999999999998,30,48.71,Perbaiki Dana Darurat dan pelunasan Utang
930,2021-06-19,1783,4492.58,2890.4,448.07,393.81,0.37,0.16,1.07,16.12,1602.1799999999998,30,47.19,Perbaiki Dana Darurat dan pelunasan Utang
931,2021-07-19,1396,4753.76,1017.04,776.6,586.01,0.4,0.76,5.07,15.0,3736.7200000000003,30,50.07,Perbaiki Dana Darurat dan pelunasan Utang
932,2021-08-18,1665,3268.37,3395.71,1177.17,161.38,0.42,0.35,2.33,14.25,-127.34000000000015,0,16.58,WARING!!! : Fokus Lunasi Utang & Nabung
933,2021-09-17,1586,4726.02,2220.67,1394.02,412.02,0.5,0.63,4.2,11.25,2505.3500000000004,30,45.45,Perbaiki Dana Darurat dan pelunasan Utang
934,2021-10-17,1418,4075.23,1152.24,1487.26,370.53,0.43,1.29,8.6,13.88,2922.99,30,52.48,Perbaiki Dana Darurat dan pelunasan Utang
935,2021-11-16,1470,5131.05,3785.65,1076.92,522.63,0.47,0.28,1.87,12.38,1345.4,30,44.25,Perbaiki Dana Darurat dan pelunasan Utang
936,2021-12-16,1612,4297.15,3165.47,1284.27,449.68,0.21,0.41,2.73,22.12,1131.6799999999998,30,54.85,Perbaiki Dana Darurat dan pelunasan Utang
937,2022-01-15,1472,3454.17,2425.12,504.36,534.41,0.54,0.21,1.4,9.75,1029.0500000000002,30,41.15,Perbaiki Dana Darurat dan pelunasan Utang
938,2022-02-14,1839,4859.54,3578.86,1010.71,233.26,0.13,0.28,1.87,25.12,1280.6799999999998,30,56.99,Perbaiki Dana Darurat dan pelunasan Utang
939,2022-03-16,1626,2642.03,3856.75,2286.29,11.87,0.35,0.59,3.93,16.88,-1214.7199999999998,0,20.81,WARING!!! : Fokus Lunasi Utang & Nabung
940,2022-04-15,1671,3718.62,3287.42,365.31,626.31,0.51,0.11,0.73,10.88,431.1999999999998,30,41.61,Perbaiki Dana Darurat dan pelunasan Utang
941,2022-05-15,1349,3706.82,2593.66,916.94,152.18,0.28,0.35,2.33,19.5,1113.1600000000003,30,51.83,Perbaiki Dana Darurat dan pelunasan Utang
942,2022-06-14,1304,3478.13,4264.46,1176.73,602.56,0.25,0.28,1.87,20.62,-786.3299999999999,0,22.49,WARING!!! : Fokus Lunasi Utang & Nabung
943,2022-07-14,1934,2812.22,2208.34,624.13,384.95,0.14,0.28,1.87,24.75,603.8799999999997,30,56.62,Perbaiki Dana Darurat dan pelunasan Utang
944,2022-08-13,1447,4206.61,4421.55,1074.25,576.26,0.57,0.24,1.6,8.63,-214.9400000000005,0,10.23,WARING!!! : Fokus Lunasi Utang & Nabung
945,2022-09-12,1107,3885.65,2998.3,172.79,295.71,0.12,0.06,0.4,25.5,887.3499999999999,30,55.9,Perbaiki Dana Darurat dan pelunasan Utang
946,2022-10-12,1096,3667.15,2130.24,722.03,396.02,0.27,0.34,2.27,19.88,1536.9100000000003,30,52.15,Perbaiki Dana Darurat dan pelunasan Utang
947,2022-11-11,1199,3450.7,2302.19,1398.63,608.75,0.42,0.61,4.07,14.25,1148.5099999999998,30,48.32,Perbaiki Dana Darurat dan pelunasan Utang
948,2022-12-11,1203,3502.85,3047.54,254.01,538.46,0.57,0.08,0.53,8.63,455.30999999999995,30,39.16,WARING!!! : Fokus Lunasi Utang & Nabung
949,2023-01-10,1177,3249.9,3808.7,958.25,258.92,0.38,0.25,1.67,15.75,-558.7999999999997,0,17.42,WARING!!! : Fokus Lunasi Utang & Nabung
950,2023-02-09,1978,2840.37,2709.15,791.6,442.68,0.26,0.29,1.93,20.25,131.2199999999998,30,52.18,Perbaiki Dana Darurat dan pelunasan Utang
951,2023-03-11,1157,3233.77,1646.82,0.0,154.61,0.22,0.0,0.0,21.75,1586.95,30,51.75,Perbaiki Dana Darurat dan pelunasan Utang
952,2023-04-10,1860,2036.57,4559.61,452.75,717.87,0.22,0.1,0.67,21.75,-2523.04,0,22.42,WARING!!! : Fokus Lunasi Utang & Nabung
953,2023-05-10,1288,4472.59,1321.97,492.84,345.43,0.54,0.37,2.47,9.75,3150.62,30,42.22,Perbaiki Dana Darurat dan pelunasan Utang
954,2023-06-09,1060,4480.67,2492.74,434.1,547.43,0.4,0.17,1.13,15.0,1987.9300000000003,30,46.13,Perbaiki Dana Darurat dan pelunasan Utang
955,2023-07-09,1372,4660.79,3880.61,824.4,458.26,0.29,0.21,1.4,19.12,780.1799999999998,30,50.52,Perbaiki Dana Darurat dan pelunasan Utang
956,2023-08-08,1408,4493.53,3739.58,662.25,468.63,0.43,0.18,1.2,13.88,753.9499999999998,30,45.08,Perbaiki Dana Darurat dan pelunasan Utang
957,2023-09-07,1444,4897.24,3723.44,1119.7,199.31,0.32,0.3,2.0,18.0,1173.7999999999997,30,50.0,Perbaiki Dana Darurat dan pelunasan Utang
958,2023-10-07,1575,6577.71,3415.79,371.98,651.29,0.32,0.11,0.73,18.0,3161.92,30,48.73,Perbaiki Dana Darurat dan pelunasan Utang
959,2023-11-06,1277,3717.91,2049.8,817.84,626.19,0.32,0.4,2.67,18.0,1668.1099999999997,30,50.67,Perbaiki Dana Darurat dan pelunasan Utang
960,2019-01-01,1193,2459.45,1997.77,481.0,573.77,0.53,0.24,1.6,10.12,461.67999999999984,30,41.72,Perbaiki Dana Darurat dan pelunasan Utang
961,2019-01-31,1774,5296.21,3338.49,649.54,911.24,0.18,0.19,1.27,23.25,1957.7200000000003,30,54.52,Perbaiki Dana Darurat dan pelunasan Utang
962,2019-03-02,1057,3900.81,2658.08,1536.07,643.82,0.46,0.58,3.87,12.75,1242.73,30,46.62,Perbaiki Dana Darurat dan pelunasan Utang
963,2019-04-01,1909,6004.68,2104.88,516.94,778.81,0.37,0.25,1.67,16.12,3899.8,30,47.79,Perbaiki Dana Darurat dan pelunasan Utang
964,2019-05-01,1574,5560.87,2735.66,1454.36,836.38,0.21,0.53,3.53,22.12,2825.21,30,55.65,Perbaiki Dana Darurat dan pelunasan Utang
965,2019-05-31,1791,4093.76,2343.05,409.42,31.6,0.22,0.17,1.13,21.75,1750.71,30,52.88,Perbaiki Dana Darurat dan pelunasan Utang
966,2019-06-30,1937,5904.98,2453.74,557.3,199.68,0.56,0.23,1.53,9.0,3451.24,30,40.53,Perbaiki Dana Darurat dan pelunasan Utang
967,2019-07-30,1153,4773.79,3260.39,89.82,239.54,0.57,0.03,0.2,8.63,1513.4,30,38.83,WARING!!! : Fokus Lunasi Utang & Nabung
968,2019-08-29,1495,4782.36,2279.8,906.01,459.47,0.29,0.4,2.67,19.12,2502.5599999999995,30,51.79,Perbaiki Dana Darurat dan pelunasan Utang
969,2019-09-28,1223,5370.44,3621.65,132.26,0.0,0.12,0.04,0.27,25.5,1748.7899999999995,30,55.77,Perbaiki Dana Darurat dan pelunasan Utang
970,2019-10-28,1473,5777.42,4027.9,784.77,506.07,0.47,0.19,1.27,12.38,1749.52,30,43.65,Perbaiki Dana Darurat dan pelunasan Utang
971,2019-11-27,1555,5007.12,3310.31,1520.99,234.67,0.42,0.46,3.07,14.25,1696.81,30,47.32,Perbaiki Dana Darurat dan pelunasan Utang
972,2019-12-27,1707,4286.35,3701.82,1601.0,266.38,0.34,0.43,2.87,17.25,584.5300000000002,30,50.12,Perbaiki Dana Darurat dan pelunasan Utang
973,2020-01-26,1326,5252.02,1576.39,509.68,373.61,0.34,0.32,2.13,17.25,3675.63,30,49.38,Perbaiki Dana Darurat dan pelunasan Utang
974,2020-02-25,1750,4099.25,3721.13,1445.92,426.0,0.37,0.39,2.6,16.12,378.1199999999999,30,48.72,Perbaiki Dana Darurat dan pelunasan Utang
975,2020-03-26,1097,3213.26,1793.93,86.37,1020.87,0.38,0.05,0.33,15.75,1419.3300000000002,30,46.08,Perbaiki Dana Darurat dan pelunasan Utang
976,2020-04-25,1002,4712.63,2307.9,1318.93,605.21,0.22,0.57,3.8,21.75,2404.73,30,55.55,Perbaiki Dana Darurat dan pelunasan Utang
977,2020-05-25,1599,4136.61,2958.28,445.02,399.58,0.45,0.15,1.0,13.12,1178.3299999999995,30,44.12,Perbaiki Dana Darurat dan pelunasan Utang
978,2020-06-24,1298,4226.39,2227.67,603.55,505.93,0.32,0.27,1.8,18.0,1998.7200000000003,30,49.8,Perbaiki Dana Darurat dan pelunasan Utang
979,2020-07-24,1946,3297.15,2774.64,282.13,681.8,0.54,0.1,0.67,9.75,522.5100000000002,30,40.42,Perbaiki Dana Darurat dan pelunasan Utang
980,2020-08-23,1171,2854.93,2346.82,1621.22,613.62,0.3,0.69,4.6,18.75,508.1099999999997,30,53.35,Perbaiki Dana Darurat dan pelunasan Utang
981,2020-09-22,1941,3091.21,3412.58,1697.6,370.47,0.51,0.5,3.33,10.88,-321.3699999999999,0,14.21,WARING!!! : Fokus Lunasi Utang & Nabung
982,2020-10-22,1031,3731.11,1565.67,1509.93,292.9,0.43,0.96,6.4,13.88,2165.44,30,50.28,Perbaiki Dana Darurat dan pelunasan Utang
983,2020-11-21,1914,4043.8,3624.0,1678.9,176.46,0.12,0.46,3.07,25.5,419.8000000000002,30,58.57,Perbaiki Dana Darurat dan pelunasan Utang
984,2020-12-21,1914,6506.77,3037.56,1119.0,143.61,0.23,0.37,2.47,21.38,3469.2100000000005,30,53.85,Perbaiki Dana Darurat dan pelunasan Utang
985,2021-01-20,1245,1957.14,3683.59,1227.94,132.06,0.33,0.33,2.2,17.62,-1726.45,0,19.82,WARING!!! : Fokus Lunasi Utang & Nabung
986,2021-02-19,1869,3890.29,3315.21,665.41,195.56,0.42,0.2,1.33,14.25,575.0799999999999,30,45.58,Perbaiki Dana Darurat dan pelunasan Utang
987,2021-03-21,1041,3804.77,3021.33,471.83,487.84,0.56,0.16,1.07,9.0,783.44,30,40.07,Perbaiki Dana Darurat dan pelunasan Utang
988,2021-04-20,1966,3050.34,2828.2,1675.32,183.52,0.45,0.59,3.93,13.12,222.14000000000033,30,47.05,Perbaiki Dana Darurat dan pelunasan Utang
989,2021-05-20,1662,2967.7,3150.82,155.63,331.37,0.37,0.05,0.33,16.12,-183.12000000000035,0,16.45,WARING!!! : Fokus Lunasi Utang & Nabung
990,2021-06-19,1154,2554.47,2592.84,1326.54,409.2,0.38,0.51,3.4,15.75,-38.370000000000346,0,19.15,WARING!!! : Fokus Lunasi Utang & Nabung
991,2021-07-19,1270,4987.0,2570.0,1420.45,442.9,0.25,0.55,3.67,20.62,2417.0,30,54.29,Perbaiki Dana Darurat dan pelunasan Utang
992,2021-08-18,1717,3636.72,2250.29,1669.71,151.9,0.11,0.74,4.93,25.88,1386.4299999999998,30,60.81,Siap Investasi
993,2021-09-17,1529,3500.91,4130.36,979.74,612.71,0.4,0.24,1.6,15.0,-629.4499999999998,0,16.6,WARING!!! : Fokus Lunasi Utang & Nabung
994,2021-10-17,1572,2292.67,2613.5,600.82,511.27,0.55,0.23,1.53,9.38,-320.8299999999999,0,10.91,WARING!!! : Fokus Lunasi Utang & Nabung
995,2021-11-16,1369,4879.06,3026.35,981.46,285.13,0.16,0.32,2.13,24.0,1852.7100000000005,30,56.13,Perbaiki Dana Darurat dan pelunasan Utang
996,2021-12-16,1293,4181.87,2448.13,1117.69,945.01,0.42,0.46,3.07,14.25,1733.7399999999998,30,47.32,Perbaiki Dana Darurat dan pelunasan Utang
997,2022-01-15,1880,2884.27,3415.61,696.64,394.98,0.19,0.2,1.33,22.88,-531.3400000000001,0,24.21,WARING!!! : Fokus Lunasi Utang & Nabung
998,2022-02-14,1416,3495.12,3507.61,926.41,353.65,0.39,0.26,1.73,15.38,-12.490000000000236,0,17.11,WARING!!! : Fokus Lunasi Utang & Nabung
999,2022-03-16,1171,4297.09,3052.68,1219.18,378.06,0.4,0.4,2.67,15.0,1244.4100000000003,30,47.67,Perbaiki Dana Darurat dan pelunasan Utang
1000,2022-04-15,1190,2827.7,3448.11,1142.83,536.3,0.2,0.33,2.2,22.5,-620.4100000000003,0,24.7,WARING!!! : Fokus Lunasi Utang & Nabung
1001,2022-05-15,1622,5052.02,2074.7,1542.49,728.55,0.54,0.74,4.93,9.75,2977.3200000000006,30,44.68,Perbaiki Dana Darurat dan pelunasan Utang
1002,2022-06-14,1017,3817.1,3217.37,1611.07,0.0,0.17,0.5,3.33,23.62,599.73,30,56.95,Perbaiki Dana Darurat dan pelunasan Utang
1003,2022-07-14,1550,3275.11,3754.08,804.64,233.59,0.41,0.21,1.4,14.63,-478.9699999999998,0,16.03,WARING!!! : Fokus Lunasi Utang & Nabung
1004,2022-08-13,1581,3998.27,1418.84,581.46,247.12,0.57,0.41,2.73,8.63,2579.4300000000003,30,41.36,Perbaiki Dana Darurat dan pelunasan Utang
1005,2022-09-12,1374,3173.08,2490.55,579.55,344.78,0.27,0.23,1.53,19.88,682.5299999999997,30,51.41,Perbaiki Dana Darurat dan pelunasan Utang
1006,2022-10-12,1603,3845.92,4105.88,427.29,552.87,0.23,0.1,0.67,21.38,-259.96000000000004,0,22.05,WARING!!! : Fokus Lunasi Utang & Nabung
